ACCT_ID,COUNTRY_CODE,LANGUAGE_CODE,OPT_IN_FLAG
3887643060279532087,US,en,1
745422205495657637,US,en,1
2147393606379594876,US,en,0
3430461409438309960,CA,en,0
2181357405598650444,US,en,1
1898703650929151616,US,en,1
225538625679930109,US,en,0
2900962720679286956,US,en,1
4369846609588539644,US,en,0
2091176240811627706,US,en,1
3624693891828784787,US,en,1
1695191303006981964,CA,en,0
4515145740883167096,BR,pt,1
3988657557115875696,US,en,0
1683825683713054274,US,en,1
165087463532933032,CA,en,0
2088967339847631545,US,en,1
2064425821490616261,US,en,0
1720026901232915412,CA,en,0
1253175446357025984,CA,en,0
2158174020939949730,US,en,1
4424977852158524842,CA,en,1
2280806133202259824,US,en,1
12608794484780613,US,en,1
2590415303188943560,US,en,1
2398872803544747106,US,en,0
2370430997153584625,US,en,1
3397845824082400336,US,en,1
2242763685706201429,US,en,1
2693101407073055613,CA,en,0
2905937405068612260,US,en,1
3681004966721061897,US,en,1
3439883683865852690,US,en,1
3756459929682135080,US,en,1
2955687042139576619,US,en,1
3981193788783906874,US,en,0
4212348058104432849,US,en,1
511145818115018401,CA,en,1
439508240077798104,BR,pt,1
4099897976863665898,US,en,0
2300561200289028542,CA,en,0
1051028199292170420,US,en,1
1428144914070394111,US,en,1
2340821906736040475,US,en,0
3925367829796422140,US,en,0
3587700451896624641,US,en,1
1404300090960261321,CA,en,0
1435758765867801281,US,en,1
4568695623591483180,US,en,1
1732051588406800898,US,en,0
2240894422801103007,US,en,0
2494012346936616684,US,en,1
1004345224773879303,US,en,0
4337878055476089709,US,en,1
2550785227543584981,US,en,1
4570732869192592278,US,en,0
1704374511227319753,US,en,1
383441109653113200,US,en,1
2324825084752612881,US,en,0
4136481543706404292,US,en,1
1699100208791619872,US,en,1
1824324828593305335,US,en,1
1309872098391744885,CA,en,1
155649534187272630,US,en,0
1486785022451765787,US,en,0
4021603503001857605,CA,fr,0
2753794638930153449,US,en,0
4356752554482316120,US,en,0
3239899582947408807,US,en,1
2554429107647456274,MX,es,1
2587739268850415344,US,en,0
1142591258371710039,US,en,0
1925442663773711511,BR,pt,1
1944726865596016718,US,en,1
3644868597854503601,US,en,0
4279354284941859641,CA,en,1
1038841725267649428,US,en,0
3437776431026207430,US,en,1
3973091279436531551,CA,en,0
3555492702822093705,US,en,1
3123469908745326380,US,en,1
3206100630779424823,US,en,0
697182598712085321,US,en,1
1141017650125697948,US,en,0
4141876577057008157,US,en,0
3524743625279951235,US,en,0
855764590972390574,CA,en,0
37254462384836383,US,en,1
2295275520391953834,US,en,1
3242284423143213904,US,en,0
2252550588545574243,US,en,1
350867420790366199,CA,en,0
2357552000751758228,US,en,0
1231133974146618060,US,en,0
2610355040615439586,US,en,0
4310389663397911890,BR,pt,0
3899518754317874277,US,en,1
3374717814909775774,US,en,1
2937892323207662963,US,en,0
902628153848680409,US,en,0
638339911388700979,US,en,0
1551602942556088580,US,en,1
936233234867822670,US,en,1
3031397114145202334,US,en,0
1826180226421846358,US,en,1
1221283544537308556,US,en,0
2331555954937018038,BR,pt,0
2725657676728391582,US,en,0
1961153182405807820,US,en,0
4272466379166342039,US,en,0
1645463187635663998,US,en,1
254185778772695823,CL,en,0
4366042118434645383,US,en,1
711882918086776719,US,en,0
3068148261781851603,US,en,1
802841493599677419,CA,en,0
836788838448105455,US,en,1
3840583028305447613,US,en,0
1185816633535635200,US,en,0
1591250471075095260,US,en,1
2729750034536393779,US,en,1
3006488617424333739,BR,pt,1
2819631953435625927,BR,pt,1
1234742323304608299,CA,en,0
4009579064657145553,US,en,1
2316564811942295328,US,en,0
1587040684697184489,US,en,0
1971872169352912143,US,en,1
3228744279765121342,US,en,1
4270354552600827271,BR,pt,1
4239064374369246830,US,en,1
145472544694091562,US,en,0
3751517215197631411,CA,en,0
3485055949732412791,US,en,1
1163975646227490777,US,en,1
3228073508563218952,US,en,1
852979322369735294,US,en,1
2203932678567592153,US,en,1
238592670817807567,US,en,1
743220239366357893,CA,en,0
645893528889269294,US,en,0
3735185389248471160,US,en,1
2385522705028510640,CA,en,0
2318601711805822924,CA,en,0
2098226441570469651,US,en,1
4007322913261415463,US,en,1
1183362336162157052,US,en,1
3209542945328364845,US,en,0
1249376530810992008,US,en,0
1167769187749155114,US,en,0
24863527929937556,US,en,1
4110506475490123360,US,en,1
2456852751643038553,CA,en,0
4608773638117466816,US,en,0
4579146508778295861,BR,pt,1
1062071966470366896,US,en,1
2363149942414115087,US,en,1
3143062927215208795,US,en,0
3713444218759977349,US,en,1
3654709924423673576,US,en,1
546287848098557236,US,en,1
2614755393621727602,US,en,1
3535945128637061860,US,en,0
4097070847613724786,US,en,1
3286041208273809743,US,en,1
795790256752803276,US,en,0
1012915787157402065,US,en,0
2190694180747391024,US,en,1
3706280259155970044,CA,en,1
1840985614090936269,US,en,0
3915920971854932271,US,en,1
2267149841159067962,US,en,0
3039207274177440485,US,en,1
4127282465603827915,US,en,0
1216079334043879271,CA,en,0
267395768815440276,US,en,1
4565486504632089787,US,en,1
285871010687457199,CA,en,0
2373200386270797705,US,en,0
3747047989697255648,BR,pt,1
3988747530067730105,CA,en,1
1467438571336291227,US,en,0
684968054314328369,BR,pt,0
3766606141054031173,US,en,1
3242314538519972709,US,en,1
537459497445942517,US,en,0
474981014622559772,CA,en,0
3928277403686745915,US,en,0
2651680586204597734,CA,en,0
2864886139784561648,US,en,1
4068322241775723020,AR,es,0
1721085722682145294,US,en,0
4365169341488645639,US,en,0
1528333064902883045,US,en,1
2257682509068850586,US,en,1
2781960520420255622,US,en,1
862557651995917901,US,en,1
1067463186512138542,US,en,1
1911761029542552183,US,en,0
1344668493837465347,US,en,0
759081928488963621,US,en,1
2600143274493619773,CA,fr,1
1389106743656910715,US,en,1
2019165139688992623,BR,pt,1
2194712343633842209,US,en,0
444008051975638502,US,en,0
4432503635177550178,US,en,1
3112472062604832928,US,en,0
842133894114596552,US,en,1
3197245695444159845,US,en,0
1961739676502393882,US,en,1
419164897070089275,US,en,0
1005351305837077113,US,en,0
3232288316133202750,CA,en,0
1050311214752743101,US,en,1
1338743568807718709,US,en,1
3848783915954015340,US,en,1
4590148371295961115,US,en,1
151177399836143407,US,en,0
423329879332153713,US,en,0
1213163458780383035,US,en,0
4427823059847465851,US,en,0
992125335150175430,US,en,1
40243279724155223,US,en,0
1345458283256360729,US,en,0
3319849665591115599,US,en,0
4466320683896168859,US,en,0
2261425525972526258,US,en,0
3624492486918776797,BR,pt,0
3912138293514462981,US,en,0
3270677775861678192,US,en,0
3163228449485797637,MX,es,1
902976441798978248,US,en,0
675823223249755536,US,en,1
3659912106117772335,US,en,1
1476488398084479789,US,en,1
3001312081502961019,US,en,0
49212592618032786,CA,en,1
1246864811876240443,CA,en,0
3493103624040903743,US,en,0
2568526298230925760,US,en,1
409169809427570887,US,en,0
4116899599450713717,US,en,0
4492399540004349012,US,en,1
3677199816343012764,US,en,0
56143536072196712,US,en,0
1500444003249595400,US,en,0
1484838745893187819,CA,en,1
2031319801484221693,US,en,1
1646214618102587754,US,en,0
3001938675442201494,US,en,0
2544143783976591214,AR,es,1
1289860785758114202,CA,fr,0
4230990674382317966,US,en,0
424132279929256242,US,en,1
4151422384751974718,US,en,1
2857129192537581649,US,en,1
4355085845031320300,CA,en,1
2458630041289465883,US,en,1
2216807786308509563,US,en,0
333158235576931840,US,en,1
2759468553153510988,US,en,1
2367715674332984639,US,en,1
2948506805339287633,US,en,1
442959431775737283,US,en,1
481262356647197296,US,en,1
432245605914557375,CA,en,1
2332972640108027489,US,en,1
3903663900113343303,US,en,1
2284368702673290085,US,en,1
4415108210164344622,US,en,0
959983146803330641,US,en,1
4184842562724167594,US,en,1
2835215109691161843,US,en,1
4588971160053676208,US,en,1
139027532545851289,US,en,0
2146655931969709142,CA,en,1
2681007505589970626,CA,en,1
2525046319250041449,US,en,1
1491531314170176569,US,en,1
2688123360731672154,US,en,0
383829252228770988,CA,en,1
686199243759886947,US,en,1
2135098399103959296,BR,pt,0
505160526296043467,US,en,0
2749379088854260486,US,en,1
1934037062886447609,US,en,1
195776640375248538,US,en,0
1802467490710952457,PA,es,1
4405268710899450497,US,en,0
4560787980923141935,US,en,0
3408748185744924584,BR,pt,1
4051019980814954471,US,en,0
4100043096112313779,US,en,0
3922309996110026779,US,en,1
3950811167241297066,US,en,1
2037592183430903973,US,en,1
624006325733353599,US,en,1
3117170038626544155,US,en,0
813194486441374801,US,en,0
2301472309351642425,US,en,0
4153895550264149461,US,en,1
2467959417557051384,US,en,1
3742637094849846033,US,en,1
3035787525642403975,US,en,0
379806346077604345,US,en,0
692176972563987302,CA,en,0
2781428991178468746,US,en,1
1980610604534717499,CA,en,0
2966411648408967569,BR,pt,1
4067187435069082163,CA,en,1
1550441411181263330,US,en,1
4396887788616799059,US,en,0
2743921211780036144,US,en,0
487149125955800301,US,en,0
4278935137790205464,US,en,0
4167389714020092031,BR,pt,0
1528785391984895973,US,en,0
1259026686824219114,US,en,0
4403990369286407747,US,en,1
4412427460047920815,CA,en,1
811233752436238128,US,en,0
3460511444144987240,US,en,0
2509545217378990694,US,en,1
3714573678090102996,US,en,1
2415203236760547457,US,en,0
3530812702101343219,US,en,0
2387923955659776163,US,en,0
4414408915027992731,US,en,1
512772970095428579,BR,pt,1
2286063724809218549,CA,en,0
970855419714268533,MX,es,1
595276338054758726,US,en,1
788639453307229945,US,en,0
439939575754973417,US,en,0
3018804893945000954,US,en,1
1786346179954085372,US,en,1
3482157340591947779,US,en,0
1176095407213370738,US,en,1
4321447003672931595,US,en,1
2795497597572897829,US,en,0
2851181299319208149,US,en,1
4391232280557109438,AR,es,0
2980664780776831194,US,en,1
190053688450920516,US,en,0
4513313148143582027,US,en,0
325935770221546698,US,en,1
4360446031128338724,US,en,1
3057507140525848533,US,en,1
2668046260508332012,US,en,0
1297811499645342781,US,en,1
1559529472212951055,US,en,0
791020053941078769,US,en,1
3712147479759347050,US,en,1
4415401028473602781,US,en,1
3619431455034870750,CA,en,1
1970046652682064712,US,en,0
1268288999765992391,US,en,0
3079959684849530198,US,en,0
2374001526496167135,US,en,0
3834039052129138620,CA,en,0
3889872553408828749,US,en,1
888844606115821616,US,en,1
2018806585664519390,US,en,0
1339186716761621556,US,en,0
3365460254260039329,US,en,1
2149734286682176695,US,en,0
566983880014195563,AR,es,0
3832033851436448455,US,en,1
160131869500534001,AR,es,0
204914685388331856,CA,en,0
445651399885080403,US,en,1
3480598992661995368,US,en,1
72948031862611024,CA,en,1
1355309503610573261,CA,en,1
627550695678054608,US,en,0
2101061691868345065,US,en,1
3797784568361452490,US,en,0
265544713720717573,US,en,1
211924155981169372,US,en,0
3504436872061298397,US,en,1
2096192113529822633,US,en,0
4100431323759009517,US,en,1
361307614493648325,US,en,0
744424576004834647,US,en,0
1373869211179118974,US,en,0
1387470690721155202,US,en,1
1483890008452438251,US,en,0
1569567171001447019,US,en,1
3022780828169302330,US,en,1
2987888046235548841,PE,es,1
3566124872798688697,US,en,0
4275269582758990806,US,en,0
4380715262900821243,US,en,1
1365651031446352948,US,en,0
1921233549431787362,US,en,0
3913971793667305009,US,en,1
285256481377440310,US,en,0
3505606715203027030,US,en,1
152252536096895878,CA,en,0
3600184506430382686,US,en,0
2190963785132298253,US,en,0
685561053423634720,US,en,0
21129276608696074,US,en,0
1718598495361013387,US,en,0
3916338619830551177,CA,en,0
1617402163865297236,BR,pt,1
4514979002268445493,US,en,0
2485854257810971280,US,en,0
867240540151279798,US,en,1
396615225901708154,US,en,0
2720981770293135316,US,en,0
3377073170923427963,US,en,1
3681159503656219283,US,en,1
2611181963062028344,MX,es,1
48168135579806560,US,en,0
3496115447577620315,US,en,0
4402045752598410034,US,en,1
3244657677107183659,US,en,0
2495295210829216942,US,en,0
3209732507223492366,US,en,0
663683679281384173,US,en,0
4334696056884143124,US,en,1
2374377277012361879,US,en,0
1532013255560575230,US,en,0
2163707297199153708,US,en,0
1388590417373344062,US,en,0
4114191717162969268,US,en,1
3452818728572461747,CA,fr,0
1010899299592447995,US,en,0
2750318883451235762,BR,pt,0
620968318672329884,US,en,1
3425119314905116877,US,en,1
1644782164388279326,CA,en,1
976353146536129747,US,en,1
1530500159156036330,US,en,1
916654148175643566,US,en,0
2477642592943206991,US,en,0
976829423880410958,US,en,0
35700670683481074,US,en,0
3126237120166401906,CA,en,0
123155965099446366,US,en,1
855325810711154200,US,en,0
80515784193164777,US,en,0
1393236298655705174,US,en,1
2537432437429330527,US,en,1
2007177421316972781,CA,en,1
854523569767972714,US,en,1
3806604485554030321,US,en,1
118468802831068774,US,en,1
4596477300832928632,US,en,0
508276174463950611,US,en,1
1245431591567193705,US,en,1
3358287625262128450,US,en,0
3368805190594843264,US,en,1
1869248059532343334,CA,fr,0
1727280792061671255,US,en,1
684329033971586161,US,en,0
3352119616960129020,US,en,0
1819487259901258144,US,en,1
2392639807693730865,US,en,0
852415867241651248,US,en,1
3674161228891548116,US,en,1
2627214935925609378,CA,en,0
2570012851820783254,US,en,1
1201259285780734146,US,en,0
2277032637211193759,US,en,1
4048674730198175979,CA,en,1
1246483701471506483,CA,en,1
1715357809405389119,US,en,1
2532791182427822515,US,en,1
3942849811034483903,US,en,0
2217824333937119314,US,en,1
3627685127985941685,US,en,1
3129181091627025677,US,en,0
1096819214925895829,US,en,0
2365507117575297102,CA,en,0
1260831117383962494,AR,en,1
1414556821067104960,US,en,0
3974579824418533929,US,en,1
1893630995172916576,US,en,1
260104724824802059,US,en,0
3131124930734503890,US,en,0
771431527925783815,US,en,0
4462464678847243024,US,en,0
3725377789466007656,US,en,0
815876675993677713,US,en,0
353215168174615529,CA,en,0
178796594311513325,US,en,1
840064471368242,US,en,1
970329026269016454,US,en,0
467200660586506590,US,en,1
2958682586294088039,US,en,1
3715869894243471358,US,en,1
1789561385397056932,US,en,1
1268031228150052924,US,en,0
1241604351495148911,US,en,0
1967542607879280875,US,en,1
4305171755239096470,US,en,1
275576894542169241,CA,en,1
426888280365954878,BR,pt,0
3978386269031661503,US,en,1
3802508876971546432,US,en,1
1572634847239323639,US,en,0
2921774523580379420,US,en,1
4075590896946785075,US,en,0
2814751807062462218,BR,pt,1
2742133754880231515,BR,pt,0
1072378066755576950,US,en,0
3022664328988451016,US,en,1
3506393356246706755,US,en,0
2330362924116572881,US,en,0
1353708709452849647,US,en,0
3965339744736579719,US,en,0
3241795994358420547,CL,es,0
4585350416200447181,US,en,1
4586306141037386911,US,en,1
4020412675423156578,US,en,1
1680666202136998331,US,en,1
4403884972041290662,US,en,1
3413027983455180203,BR,pt,0
2890835206367819348,US,en,1
1307339239070080548,US,en,1
1096337761225976450,US,en,0
2232191872444060585,US,en,1
1510021424083650158,US,en,1
3338576309419998702,CA,en,0
2134370154047245269,US,en,1
955392578366857947,US,en,1
2915831321310507755,US,en,0
3384156477228432489,US,en,0
973399045623848140,US,en,1
2292556085785343273,US,en,1
2568597196605935949,US,en,0
3954319311214683931,US,en,1
3641675417227955268,US,en,0
2996654538223774116,US,en,1
2800930548291907354,US,en,0
4214752237255838640,US,en,0
146845235929417574,US,en,0
3532831071359904540,US,en,0
3326453428338923148,US,en,0
540332932440214804,US,en,1
3746676788279254290,US,en,1
2626279966952885575,US,en,1
2383248410693590340,US,en,1
1210193626938901506,US,en,0
3548216917436140577,CA,en,0
74365707649708053,US,en,0
2805551379616064709,CA,en,1
641975597015126915,US,en,1
367974948960767061,US,en,0
2574901399145810405,US,en,1
3613521769820339422,US,en,1
63551071546459251,US,en,1
3027541088815689638,US,en,0
1117836530455400363,US,en,1
3742937026535354306,US,en,1
2976518656171660142,US,en,0
3157119127438117964,US,en,0
1105616899575287281,US,en,0
3520818404319230400,US,en,0
3671363728859864429,US,en,0
3244040285675462419,US,en,1
2974294539915375478,US,en,1
2777835212392788255,US,en,0
2930051658379171998,US,en,0
2056331634190862873,US,en,1
179908891170331084,US,en,1
3558915285555780966,US,en,1
4604962848103855754,CA,en,1
1486257295157543055,US,en,1
4344463852476514395,US,en,1
2767446471176509403,US,en,0
4040391567424155431,US,en,1
626994064525821199,US,en,0
3951816382300851265,US,en,1
2742548651687602748,US,en,0
3964965068598379009,US,en,1
4206458146493548853,US,en,1
1080333058415902769,US,en,0
3674488604446917051,US,en,1
730942948179544225,US,en,1
2698367886622266228,US,en,0
882628352572464401,US,en,0
2812008031984894663,US,en,0
3607074788070697127,CA,en,0
72677024899716495,US,en,0
2365483102126591634,US,en,1
1726907706530863178,CA,en,1
1079073781416018955,US,en,1
1143277702534592453,US,en,1
2506202854881360847,US,en,0
1975666578971852646,US,en,1
1363040447374675389,US,en,1
3766214413109296949,US,en,0
1232138256793983982,US,en,0
80151114626686095,US,en,1
4070544216820551965,CA,en,0
4307025844779856075,US,en,1
3806876845977734055,US,en,0
4183398938319745835,US,en,0
3193874275868922795,CA,en,1
1279521445500357745,US,en,1
2464006647835089145,CA,en,0
1041573616893728636,US,en,1
467768024331244923,US,en,1
1744318404452247246,US,en,0
3511452114635748164,US,en,0
1936793231057552654,CA,en,0
1698826521278587284,US,en,0
3426906233532190422,US,en,0
1823059032910152026,US,en,0
4557056146263144005,CA,fr,0
2438835469513315932,US,en,1
1487983677307134161,US,en,1
908606536545999971,CA,en,1
1694515641305193233,US,en,0
723142627912470902,US,en,0
4101862425166264052,US,en,1
4087555894493970711,US,en,1
3855184887867171832,US,en,1
3628677008847133587,US,en,1
4504941611006185552,US,en,1
846008056573538462,CA,en,0
3821171415905774070,US,en,1
968151717826498679,US,en,0
4544592588541036535,US,en,0
2653851421297798186,US,en,1
3460652674525171224,US,en,0
2890070677825240799,US,en,1
2050359117277180259,CA,en,1
490787689718065917,US,en,0
4596118529325341705,US,en,0
4272331898297341148,CA,fr,1
2004875516428603116,US,en,0
1826904547587001350,US,en,1
1955867676825181993,US,en,0
3862168964404764867,US,en,1
1267359988539901623,US,en,0
2858816750268099158,CA,en,1
3445883081755118979,US,en,0
2248251799802859014,US,en,1
1343109523746375222,US,en,1
662713608691085401,US,en,0
3752635997370649161,US,en,1
4442398886584564496,US,en,1
2457956053763759532,US,en,1
2956896429826048237,US,en,1
2450598067184404055,US,en,0
1056143636736280217,US,en,0
1497894860378313916,US,en,0
148737610187765189,BR,pt,0
1636740676555931417,US,en,1
2409702542760923152,US,en,0
2186468750348196871,US,en,1
379749578330920162,US,en,1
248258266379217262,US,en,1
15848436960568309,US,en,0
3005815683501321945,US,en,0
3704196625910903960,US,en,0
750376285836933369,US,en,1
440839659065550426,US,en,1
2698070774119121626,US,en,0
198391213449731729,US,en,1
4169563863863035471,US,en,1
2726867543880815020,US,en,0
301850947020272742,CA,fr,1
1579985667698815725,US,en,1
1344669565305090368,US,en,1
995404033922261156,US,en,1
4385382812724975459,US,en,0
753171657222818709,US,en,1
4218819282305918769,US,en,0
161656969789742558,US,en,0
3975942430458784066,US,en,0
4579046454615361618,US,en,1
719162441483101211,US,en,1
4463711238668024256,US,en,1
4595207920570327423,US,en,0
102871974516718380,US,en,1
1385376392362206010,US,en,1
1407686789716465942,US,en,1
1513992361885542475,BR,pt,0
2541205935694682767,US,en,1
2028394599579408885,US,en,0
4271183096083383644,US,en,0
2482471064558775093,US,en,1
389485049969418792,US,en,1
189784761067305750,US,en,0
3096803732953982340,BR,pt,1
2640298036794221887,US,en,0
4082743520557891329,US,en,1
935335640555447601,US,en,1
2906015969000660402,US,en,1
2457620927424704729,US,en,0
4467128159505772739,CA,en,0
24072303796819295,US,en,0
2509237325783435076,US,en,0
377124934945042893,US,en,0
2394390550676766254,US,en,0
4077815749248461037,US,en,1
2181122243174300040,US,en,1
256881534611728605,US,en,0
1377672438767146763,US,en,1
1894301058131332451,CA,en,0
2346052409074563238,CA,en,0
3123026571387376539,US,en,0
3491807716161619794,US,en,0
2728235539892627594,US,en,1
1710356704399038616,US,en,1
2975329649811324286,CA,en,0
116418859199792479,PA,es,0
3462966078631366235,US,en,1
3275890772427616070,US,en,1
2538636644086282377,US,en,1
894207500488891317,US,en,0
386550318809516163,CA,fr,1
3195537125237292312,US,en,0
1774393651324163287,US,en,1
1953248919431812014,US,en,1
1107956441060591912,US,en,1
1118101605882962298,US,en,0
3688434967938126725,US,en,0
1621918777042610932,BR,pt,0
2233692067251342897,US,en,1
3104906677511529577,US,en,1
3649714546714721216,US,en,0
190750415596058163,US,en,0
421393926608219693,US,en,1
3143689372537715974,CA,en,0
1904998257170484558,CA,en,0
3748298633940861719,CO,es,1
3819863666257824655,US,en,0
